OBJECTID,DISSOLVE_ID,class,subtype,names_primary,UrbanPC,SampleSize_avg,RoadLength,WeightedSample,Percent_,Percentile,SpeedLimit,RoadClass,LandUse,NumberOverLimit,MedianSpeed,F85thPercentileSpeed,Pass,ExcludeFromSpeedSPI,PercentileBand,RankedPercentile,Sample_Size_Total,SpeedLimitFloor,PercentOverLimit,AnalysisStatus,StreetImageLink,Shape_Length
12806,TR/11743,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.1187679,18.387435,77.1235261,18.389214",540.29971903977
12807,TR/11754,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7435804,18.9676049,76.7488523,18.9663652",586.769049188071
12808,TR/11756,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7625372,18.969711,76.7660624,18.9694591",372.299888401909
12809,TR/11767,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.4610364,19.6199026,76.4375279,19.2621987",42786.2510310969
12810,TR/11768,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.4885117,19.294393,76.4375279,19.2621987",6692.59141877517
12811,TR/11769,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.4885117,19.294393,76.4894133,19.2959945",204.007635908895
12812,TR/11770,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.4894133,19.2959945,76.4885117,19.294393",208.968639020468
12813,TR/11777,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7677546,19.2598757,76.764868,19.2608717",322.897071717551
12814,TR/11778,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7615853,19.2725408,76.7615728,19.2726407",11.9291059648186
12815,TR/11779,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7617121,19.2725423,76.7615853,19.2725408",14.8358974282916
12816,TR/11780,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7615728,19.2726407,76.7616973,19.2726674",14.8811352321333
12817,TR/11781,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7747431,19.2605775,76.7746609,19.2605803",8.64723990147778
12818,TR/11782,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.8169371,19.2416366,76.8199294,19.2406348",333.60250283584
12819,TR/11783,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.274749,19.0992348,77.2733817,19.0979968",198.994407277797
12820,TR/11784,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.2733817,19.0979968,77.274749,19.0992348",204.286731272295
12821,TR/11785,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3116633,19.1250201,77.3116392,19.1250966",9.28683490020968
12822,TR/11786,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3117737,19.125164,77.3118269,19.1250946",9.88636814814931
12823,TR/11787,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3271384,19.1288714,77.3270474,19.1288476",9.93341499847501
12824,TR/11788,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3270474,19.1288476,77.3270492,19.1289928",16.0793188173735
12825,TR/11789,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3270492,19.1289928,77.3271419,19.1290238",10.3426397664375
12826,TR/11790,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3271419,19.1290238,77.3271384,19.1288714",16.8795116891819
12827,TR/11791,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3437467,19.1347429,77.3437534,19.1348364",11.1368521525783
12828,TR/11792,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3404424,19.1900831,77.3391113,19.1905413",149.50080357952
12829,TR/11793,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3391113,19.1905413,77.3390104,19.1905733",11.1912669865818
12830,TR/11794,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3390104,19.1905733,77.339117,19.1906424",13.5766937141162
12831,TR/11795,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3392065,19.1906071,77.3391113,19.1905413",12.385688209089
12832,TR/11796,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.339117,19.1906424,77.3392065,19.1906071",10.1952693566919
12833,TR/11797,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3393715,19.1907931,77.3392065,19.1906071",26.9361525688858
12834,TR/11798,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.339117,19.1906424,77.3393715,19.1907931",31.5499361520734
12835,TR/11799,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3392065,19.1906071,77.3405293,19.1901911",146.59507449392
12836,TR/11800,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7672622,19.3939533,76.7676673,19.3949397",119.362281061947
12837,TR/11801,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7676673,19.3949397,76.7672622,19.3939533",117.822513490062
12838,TR/11802,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5850744,18.5462418,77.5850019,18.5463007",10.127854363193
12839,TR/11803,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5850551,18.5463289,77.5850744,18.5462418",9.97857594404296
12840,TR/11804,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5850019,18.5463007,77.5849661,18.5463516",6.78782294924618
12841,TR/11805,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5849661,18.5463516,77.5850214,18.5463804",6.65532831732574
12842,TR/11806,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5850551,18.5463289,77.5850019,18.5463007",6.42893829137229
12843,TR/11807,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5850214,18.5463804,77.5850551,18.5463289",6.72301420427034
12844,TR/11808,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5850744,18.5462418,77.5861104,18.5448266",191.181041336753
12845,TR/11809,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.517695,18.9004118,77.5177732,18.9004696",10.4361244566871
12846,TR/11810,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5076209,18.9234902,77.5077062,18.9235179",9.49863090409577
12847,TR/11811,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4819366,18.9459431,77.4661484,18.9521161",1799.21640576685
12848,TR/11812,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4661845,18.9521943,77.4819868,18.946014",1800.91086413388
12849,TR/11813,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4661484,18.9521161,77.4661845,18.9521943",9.45838388207166
12850,TR/11814,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4819366,18.9459431,77.4819868,18.946014",9.46710851739259
12851,TR/11815,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.487947,18.9418983,77.4879988,18.9419682",9.47180819246607
12852,TR/11818,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5427769,18.8116509,77.5426641,18.8115986",14.3182725808753
12853,TR/11819,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5426089,18.8117054,77.5427218,18.8117576",13.9060958555719
12854,TR/11820,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3437769,19.134719,77.3437467,19.1347429",4.18800308770748
12855,TR/11821,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3438549,19.1347218,77.3437769,19.134719",8.66017594106382
12856,TR/11822,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3438736,19.134737,77.3438549,19.1347218",2.62663730777098
12857,TR/11823,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3438863,19.1348172,77.3438736,19.134737",9.51116834124692
12858,TR/11824,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3468141,19.1344647,77.3438736,19.134737",311.396111518089
12859,TR/11825,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3551962,19.1426855,77.3551294,19.142711",7.57584323531543
12860,TR/11826,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3551983,19.1427522,77.3551962,19.1426855",7.38919733116156
12861,TR/11827,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3551294,19.142711,77.3551244,19.1427848",8.18906584752268
12862,TR/11828,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3551244,19.1427848,77.3551983,19.1427522",8.57418667495143
12863,TR/11829,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3506282,19.1752435,77.3507357,19.1759938",84.9956827969428
12864,TR/11830,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3507357,19.1759938,77.3506282,19.1752435",84.8854499319441
12865,TR/11831,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3485797,19.1813263,77.3485356,19.1813669",6.46076949158361
12866,TR/11832,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3486325,19.1813753,77.3485797,19.1813263",7.76545780801462
12867,TR/11833,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3485356,19.1813669,77.3485808,19.181426",8.08979871468398
12868,TR/11834,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3485808,19.181426,77.3486325,19.1813753",7.81715729948261
12869,TR/11835,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3583444,19.2432562,77.3582338,19.2432884",13.1810775653532
12870,TR/11836,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3582338,19.2432884,77.3583054,19.2434202",19.9091581640319
12871,TR/11837,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3583991,19.2433425,77.3583444,19.2432562",11.8421507750158
12872,TR/11838,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3583879,19.2433766,77.3583991,19.2433425",3.95560145074628
12873,TR/11839,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3583054,19.2434202,77.3583879,19.2433766",10.3850921123452
12874,TR/11840,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3598522,19.2428582,77.3583444,19.2432562",164.595874366627
12875,TR/11841,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3583991,19.2433425,77.3598522,19.2428582",162.12993878979
12876,TR/11842,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5095381,19.2350063,77.5082534,19.2355988",150.646337671091
12877,TR/11843,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5082534,19.2355988,77.5095381,19.2350063",151.221717799036
12878,TR/11844,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3676278,19.2647733,77.3630613,19.2650108",486.868345762278
12879,TR/11845,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3630613,19.2650108,77.3676278,19.2647733",481.271490469465
12880,TR/11846,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3676278,19.2647733,77.3678108,19.2650623",37.353054304694
12881,TR/11847,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4092632,19.4315635,77.4089368,19.4308447",86.6723536253023
12882,TR/11848,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4177521,19.4319226,77.4092632,19.4315635",895.401156306749
12883,TR/11849,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4088002,19.5459365,77.4086521,19.5463684",50.3002850487183
12884,TR/11850,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.6885722,19.6200958,77.6876476,19.5836099",5086.61941144447
12885,TR/11851,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.1820438,19.8341083,73.1823439,19.8348652",92.5470621472335
12886,TR/11852,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.2822043,19.9141678,73.2826057,19.9145918",79.2815619343067
12887,TR/11853,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.2865225,19.9154145,73.2876301,19.9146991",145.126396208883
12888,TR/11854,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.2898658,19.9150441,73.2903361,19.9150343",75.4290131126748
12889,TR/11855,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.7702105,19.7499884,73.7705186,19.7498416",36.1439450163885
12890,TR/11856,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.5142961,19.9581983,73.5156924,19.9579432",148.845624561527
12891,TR/11857,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.7936965,20.0169676,73.7935818,20.0169835",12.1276630634657
12892,TR/11858,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.997689,19.8416566,74.0014113,19.8398687",441.44945509909
12893,TR/11859,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0013739,19.8397808,74.0014113,19.8398687",10.4870114278797
12894,TR/11860,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0014113,19.8398687,74.001552,19.8398238",15.5502114691256
12895,TR/11861,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.001552,19.8398238,74.0019819,19.8395928",52.0757902769632
12896,TR/11862,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.001552,19.8398238,74.0015188,19.8397285",11.105450625422
12897,TR/11863,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0014113,19.8398687,74.001568,19.8401554",35.7926285550876
12898,TR/11864,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0016696,19.8401192,74.001552,19.8398238",35.0046332827182
12899,TR/11865,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.1277248,19.7306488,74.1264966,19.7315226",161.307113580283
12900,TR/11866,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.1500572,19.6993912,74.1501546,19.6993956",10.2203997974572
12901,TR/11867,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.04576,19.8417734,74.047167,19.8416097",149.538826742615
12902,TR/11868,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.9595382,19.8676178,73.9619644,19.8664966",283.425506510824
12903,TR/11869,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.3901436,19.8431056,74.3941893,19.8443688",451.786868593216
12904,TR/11870,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4221682,19.8353855,74.4222804,19.8354597",14.3343903688978
12905,TR/11871,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4224284,19.8353263,74.4221682,19.8353855",28.0242674555381
12906,TR/11872,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4222804,19.8354597,74.4225179,19.8354105",25.459566872649
12907,TR/11873,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4225179,19.8354105,74.4224284,19.8353263",13.2159495048181
12908,TR/11874,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4222804,19.8354597,74.4227505,19.8356292",52.6804399224452
12909,TR/11875,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4227505,19.8356292,74.4225179,19.8354105",34.336867444772
12910,TR/11876,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4582086,19.8141081,74.4559637,19.8170864",409.49634123031
12911,TR/11877,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4559637,19.8170864,74.4582086,19.8141081",406.566627691044
12912,TR/11878,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4559637,19.8170864,74.4540741,19.8201685",394.490578319397
12913,TR/11879,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4700312,19.8070189,74.4704022,19.8069608",39.3854701093743
12914,TR/11880,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.481541,19.8606341,74.4816584,19.8606512",12.4366448856582
12915,TR/11881,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4907336,19.9786717,74.4912318,19.9814789",318.470341101611
12916,TR/11882,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4912318,19.9814789,74.4907336,19.9786717",315.578894533354
12917,TR/11883,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4868243,20.0382184,74.4867604,20.0381798",8.43285188514867
12918,TR/11884,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4866996,20.0382506,74.4867348,20.0382954",6.38397326108527
12919,TR/11885,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.764868,19.2608717,76.7636704,19.2627484",250.795198497442
12920,TR/11891,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7616973,19.2726674,76.7617121,19.2725423",15.7119358655799
12921,TR/11892,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7746609,19.2605803,76.7747431,19.2605775",155.983429894724
12922,TR/11893,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.8016489,19.2532696,76.8021469,19.2518075",178.752947334217
12923,TR/11898,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3116633,19.1250201,77.3093438,19.1234802",299.169931811711
12924,TR/11899,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3093438,19.1234802,77.3116392,19.1250966",301.361726389612
12925,TR/11900,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3116392,19.1250966,77.3117737,19.125164",18.5636332755715
12926,TR/11901,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3118269,19.1250946,77.3116633,19.1250201",25.393923684468
12927,TR/11906,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3222601,19.1299466,77.325806,19.1285934",418.027507549863
12928,TR/11907,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3270474,19.1288476,77.325806,19.1285934",136.242548649209
12929,TR/11908,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.325806,19.1285934,77.3270492,19.1289928",139.324765628766
12930,TR/11912,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3379111,19.1897505,77.3390104,19.1905733",147.236937924451
12931,TR/11913,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3405293,19.1901911,77.3404424,19.1900831",16.2383447646439
12932,TR/11923,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.7676673,19.3949397,76.7679345,19.395718",90.7676892330798
12933,TR/11924,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"76.6951144,19.5593743,76.6903551,19.5968376",4197.66438536386
12934,TR/11925,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4086521,19.5463684,77.1479962,19.9494322",62616.3594163135
12935,TR/11926,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3946986,18.320731,77.3959351,18.3685979",5773.08067485457
12936,TR/11927,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4001242,18.4092149,77.3873701,18.4811483",9257.94991533081
12937,TR/11937,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5076209,18.9234902,77.487947,18.9418983",2940.67771019664
12938,TR/11938,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4879988,18.9419682,77.5077062,18.9235179",2946.63649407778
12939,TR/11943,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5426641,18.8115986,77.5426089,18.8117054",14.2706071591939
12940,TR/11944,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.5427218,18.8117576,77.5427769,18.8116509",14.2627061472221
12941,TR/11945,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3437534,19.1348364,77.3438863,19.1348172",16.6306474022531
12942,TR/11946,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3438863,19.1348172,77.3468141,19.1344647",310.743683377082
12943,TR/11949,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3551962,19.1426855,77.3552136,19.1421265",62.2783680029779
12944,TR/11950,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3552136,19.1421265,77.3551294,19.142711",65.6966398442258
12945,TR/11951,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3556225,19.142546,77.3551962,19.1426855",47.8295475417066
12946,TR/11952,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3551983,19.1427522,77.3556225,19.142546",50.2682740781475
12947,TR/11953,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3550455,19.1435727,77.3551983,19.1427522",92.5025534877656
12948,TR/11954,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3551244,19.1427848,77.3550455,19.1435727",87.7711607403013
12949,TR/11956,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4950634,19.1477442,77.4870297,19.1447521",911.692510666183
12950,TR/11957,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.4870297,19.1447521,77.495062,19.1478585",914.803986969819
12951,TR/11960,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3490637,19.1808562,77.3507357,19.1759938",620.562392520807
12952,TR/11961,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3485797,19.1813263,77.3485356,19.1813669",151.198704224099
12953,TR/11962,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3490637,19.1808562,77.3485797,19.1813263",73.2133826383198
12954,TR/11963,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3486325,19.1813753,77.3490637,19.1808562",74.336527660964
12955,TR/11964,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3485356,19.1813669,77.3480992,19.1818735",72.7412997302946
12956,TR/11965,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.3480992,19.1818735,77.3485808,19.181426",71.422189244206
12957,TR/11977,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.6876476,19.5836099,77.6885722,19.6200958",5077.96121150213
12958,TR/11978,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"77.6885722,19.6200958,77.6880829,19.6245682",498.043903303699
12959,TR/11991,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.7797597,19.9796491,73.7840898,19.9866349",905.606985463557
12960,TR/11992,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"73.7936965,20.0169676,73.7930739,20.0124756",501.846283577568
12961,TR/11999,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.142264,19.7112591,74.1501546,19.6993956",1607.77972791195
12962,TR/12003,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0468278,19.8415722,74.04576,19.8417734",114.11563053891
12963,TR/12005,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4793367,19.716013,74.479258,19.7193625",394.684130647996
12964,TR/12008,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4221682,19.8353855,74.3941893,19.8443688",3253.49169043234
12965,TR/12009,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.3941893,19.8443688,74.4222804,19.8354597",3262.68830002941
12966,TR/12012,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4224284,19.8353263,74.4221682,19.8353855",114.443635723836
12967,TR/12020,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4891492,19.9465618,74.4907336,19.9786717",3670.11930790609
12968,TR/12021,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4912318,19.9814789,74.4937462,20.0140779",3640.74068762531
12969,TR/12024,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4867604,20.0381798,74.4866996,20.0382506",11.3325605218726
12970,TR/12025,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.4867348,20.0382954,74.4868243,20.0382184",16.2667831426924
12971,TR/12028,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0097821,20.1920198,74.0096928,20.1921595",18.0590937384514
12972,TR/12031,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.015952,20.1958947,74.015878,20.1960029",14.2545767316256
12973,TR/12032,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0353403,20.2103816,74.0352641,20.210482",13.6695163134192
12974,TR/12033,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0352641,20.210482,74.039129,20.2133342",512.564888797404
12975,TR/12034,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0392108,20.2132411,74.0353403,20.2103816",513.519956641047
12976,TR/12035,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0392108,20.2132411,74.039129,20.2133342",13.386926676383
12977,TR/12036,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.0781407,20.250208,74.0780677,20.2502843",11.3775660359417
12978,TR/12037,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.1407622,20.3040359,74.1407285,20.30414",12.0465911381013
12979,TR/12038,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.1815017,20.3153373,74.1814782,20.3154504",12.7554753896789
12980,TR/12039,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.2022449,20.3221316,74.1815017,20.3153373",2310.90752034341
12981,TR/12040,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.1814782,20.3154504,74.2021906,20.3222289",2307.25922720975
12982,TR/12041,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.2022449,20.3221316,74.2021906,20.3222289",12.1694953264507
12983,TR/12042,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.2021906,20.3222289,74.2023922,20.322315",23.1036020190906
12984,TR/12043,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.2021906,20.3222289,74.2020461,20.322655",49.5852523880044
12985,TR/12044,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.2020461,20.322655,74.2023922,20.322315",52.6556987339165
12986,TR/12045,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.2024515,20.3222162,74.2022449,20.3221316",23.5135423346112
12987,TR/12046,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.2023922,20.322315,74.2024515,20.3222162",12.5654164629486
12988,TR/12047,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.2352448,20.3308748,74.2352048,20.3309625",10.5661400931192
12989,TR/12048,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.5201715,20.5341282,74.5204445,20.5341275",28.4606553863055
12990,TR/12049,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.526107,20.5546458,74.5260908,20.554471",20.9121293153166
12991,TR/12050,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.5264355,20.5544848,74.5260908,20.554471",35.9885333659757
12992,TR/12051,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.5294583,20.5548569,74.5294639,20.5547574",11.5121662349052
12993,TR/12052,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.5292887,20.5548337,74.5294583,20.5548569",21.5999110524566
12994,TR/12053,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"74.3906528,20.9857588,74.3945537,20.9850745",412.597912117433
12995,TR/12054,trunk,road,,,,,,,,,,,,,,,,,,,,,Not Included,"75.1262698,19.9694211,75.121531,19.9723675",599.969340171009
